word,phon
kale,ke‍ɪl
bursaries,bɜsəɹiz
crocuses,kɹə‍ʊkəsɪz
coastland,kə‍ʊslənd
bisons,ba‍ɪsənz
supplementary,sʌplɪmɛntəɹi
stimulant,stɪmjʊlənt
cremes,kɹimz
outskirt,a‍ʊtskɜt
comprehended,kɒmpɹɪhɛndɪd
jokey,d‍ʒə‍ʊki
hangups,hæŋɡʌps
dinnerware,dɪnəwe‍ə
sister,sɪstɐ
hostelries,hɒstə‍lɹɪz
language,læŋɡwɪd‍ʒ
canteens,kɑntinz
isotone,a‍ɪsətə‍ʊn
unhinged,ʌnhɪnd‍ʒd
walloped,wɒləpd
clued,klud
pilled,pɪld
deleterious,dɪlɪti‍əɹɪəs
steps,stɛps
shifting,ʃɪftɪŋ
perm,pɜm
pressure,pɹɛʃɐ
academicians,ækədɪmɪʃənz
shudder,ʃʌdɐ
worthies,wɜðɪz
cavy,ke‍ɪvi
hunches,hʌnt‍ʃɪz
slinging,slɪŋɪŋ
crow,kɹə‍ʊ
dorado,dɔɹɑdə‍ʊ
dafter,dɑftɐ
kneecaps,nikæps
cots,kɒts
primitively,pɹɪmɪtɪvli
horseshoe,hɔsʃu
slowness,slə‍ʊnəs
chromosomal,kɹə‍ʊməsɒmə‍l
hubcap,hʌbkæp
ladylike,le‍ɪdɪla‍ɪk
vaccines,væksinz
heists,ha‍ɪsts
dobra,dɒbɹɐ
proudness,pɹa‍ʊdnəs
uncoated,ʌnkə‍ʊtɪd
woe,wə‍ʊ
bereave,bɪɹiv
callers,kɔləz
maracas,mæɹækəz
groomsmen,ɡɹumzmɛn
supermen,supəmɛn
upside,ʌpsa‍ɪd
cruse,kɹus
inductive,ɪndʌktɪv
redial,ɹida‍ɪ‍əl
elongated,ɪlɒŋɡe‍ɪtɪd
scoreless,skɔləs
learners,lɜnəz
procreation,pɹɒkɹie‍ɪʃən
baptists,bæptɪsts
dairies,de‍əɹɪz
vinyls,va‍ɪnɪlz
criticising,kɹɪtɪsa‍ɪzɪŋ
jot,d‍ʒɒt
scarper,skɑpɐ
hosed,hə‍ʊzd
disingenuously,dɪsɪnd‍ʒɛnjuəsli
quarter,kwɔtɐ
deafen,dɛfən
marshmallow,mɑʃmɐlə‍ʊ
biospheres,ba‍ɪə‍ʊsfi‍əz
humanoids,hjumɐnɔ‍ɪdz
copperhead,kɒpəhɛd
brilliantly,bɹɪlɪəntli
sharecroppers,ʃe‍əkɹɒpəz
saintliness,se‍ɪntlinəs
graders,ɡɹe‍ɪdəz
outlier,a‍ʊtla‍ɪ‍ə
carried,kæɹɪd
jetty,d‍ʒɛti
lollies,lɒliz
detected,dɪtɛktɪd
chainsaw,t‍ʃe‍ɪnsɔ
informing,ɪnfɔmɪŋ
hypothetical,ha‍ɪpəθɛtɪkə‍l
peak,pik
ceilidhs,ke‍ɪliz
cyclamen,sa‍ɪkle‍ɪmɛn
predominating,pɹɪdɒmɪne‍ɪtɪŋ
gluons,ɡljuɒnz
klutzy,klʌtsi
doublings,dʌblɪŋz
deserve,dɪzɜv
kilometres,kɪləmitəz
deputy,dɛpjuti
insole,ɪnsə‍ʊl
succumbing,səkʌmɪŋ
featureless,fit‍ʃələs
arboretum,ɑbɔɹɛtəm
amoebic,ɐmibɪk
hectic,hɛktɪk
liked,la‍ɪkt
chickpeas,t‍ʃɪkpi‍əz
strictest,stɹɪktəst
henceforward,hɛnsɪfɔwəd
remarkably,ɹɪmɑkəbli
moraines,məɹe‍ɪnz
symmetrically,sɪmɛtɹɪkli
sweeteners,switənəz
wimples,wɪmpə‍lz
flabbergasting,flæbəɡɑstɪŋ
poncy,pɒnsi
surf,sɜf
pranksters,pɹæŋkstəz
gladiators,ɡlædɪe‍ɪtəz
chancy,t‍ʃɑnsi
disconnections,dɪskənɛkʃənz
fanatic,fɐnætɪk
imposed,ɪmpə‍ʊzd
codex,kə‍ʊdɛks
primping,pɹɪmpɪŋ
lump,lʌmp
thumped,θʌmpt
lassoes,læsuz
tourers,tɔɹəz
patriotism,pætɹɪətɪzəm
pigtail,pɪɡte‍ɪl
bullshitted,bʊlʃɪtɪd
discoverers,dɪskʌvəɹəz
unpleasing,ʌnplizɪŋ
ethnographers,ɛθnɒɡɹəfəz
trainers,tɹe‍ɪnəz
gibbon,ɡɪbən
cervixes,sɜvɪksɪz
crankshaft,kɹæŋkʃɑft
easing,izɪŋ
incapacitation,ɪnkəpæsɪte‍ɪʃən
grudge,ɡɹʌd‍ʒ
confrontations,kɒnfɹənte‍ɪʃənz
ultimate,ʌltɪmət
ppm,pipiɛm
cannibalising,kænɪbəla‍ɪzɪŋ
sinter,sɪntɐ
preferentially,pɹɛfəɹɛnʃə‍li
trainees,tɹe‍ɪniz
corrupts,kəɹʌpts
fiefdom,fifdəm
shameless,ʃe‍ɪmləs
scrimshaw,skɹɪmʃɔ
catalysed,kætɐla‍ɪzd
jukeboxes,d‍ʒukbɒksɪz
unpainted,ʌnpe‍ɪntɪd
publisher,pʌblɪʃɐ
unscrewing,ʌnskɹuɪŋ
overview,ə‍ʊvəvju
downright,da‍ʊnɹa‍ɪt
madwoman,mædwʊmən
unanchored,ʌnænkəd
nationally,næʃənə‍li
beamed,bimd
emotionalism,ɪmə‍ʊʃənəlɪzəm
schools,skulz
prolifically,pɹəlɪfɪkli
hitchhiking,hɪt‍ʃha‍ɪkɪŋ
sequin,sɛkwɪn
chowed,t‍ʃa‍ʊd
infernos,ɪnfɜnə‍ʊz
crescent,kɹɛsənt
relaxants,ɹɪlæksənts
perhaps,pəhæps
fumble,fʌmbə‍l
depressors,dɪpɹɛsəz
chippy,t‍ʃɪpi
whammies,wæmɪz
officially,əfɪʃə‍li
trumps,tɹʌmps
reconstituted,ɹikɒnstɪtjutɪd
trident,tɹa‍ɪdənt
goober,ɡubɐ
frosted,fɹɒstɪd
wallaby,wɒlæbi
bowel,ba‍ʊə‍l
inattentive,ɪnɐtɛntɪv
tees,tiz
spindles,spɪndə‍lz
reputed,ɹɪpjutɪd
plaits,ple‍ɪts
analogous,ɐnæləɡəs
contraptions,kəntɹæpʃənz
relight,ɹɪla‍ɪt
stupidness,stjupɪdnəs
gullets,ɡʌlɪts
thews,θjuz
son,sʌn
uncircumcised,ʌnsɜkəmsa‍ɪzd
select,sɪlɛkt
betrothed,bɪtɹə‍ʊðd
tough,tʌf
mistimed,mɪsta‍ɪmd
dotted,dɒtɪd
virtue,vɜt‍ʃu
guffaw,ɡʌfɔ
druidism,dɹuɪdɪzəm
darned,dɑnd
done,dʌn
spermicide,spɜmɪsa‍ɪd
puffiness,pʌfɪnəs
tali,tɑli
balloons,bəlunz
secretariat,sɛkɹɪte‍əɹɪæt
cruised,kɹuzd
tooling,tulɪŋ
housecleaning,ha‍ʊsklinɪŋ
whelping,wɛlpɪŋ
forbearance,fɔbe‍əɹəns
condescending,kɒndɪsɛndɪŋ
rise,ɹa‍ɪz
friezes,fɹizɪz
consumables,kənsuməbə‍lz
hammerlock,hæməlɒk
backpackers,bækpækəz
subliminally,sʌblɪmɪnə‍li
failed,fe‍ɪld
commandeering,kɒmɑndi‍əɹɪŋ
pills,pɪlz
expedients,ɛkspidi‍ənts
pooed,pud
rattlings,ɹætlɪŋz
unintelligent,ʌnɪntɛlɪd‍ʒənt
left,lɛft
applications,æplɪke‍ɪʃənz
subsidisation,sʌbsɪda‍ɪze‍ɪʃən
spiders,spa‍ɪdəz
bedclothes,bɛdklə‍ʊðz
subatomic,sʌbɐtɒmɪk
propositions,pɹɒpəzɪʃənz
inflammable,ɪnflæməbə‍l
upsetting,ʌpsɛtɪŋ
museum,mjuzi‍əm
reciprocate,ɹɪsɪpɹəke‍ɪt
skate,ske‍ɪt
forewarns,fɔwɔnz
rinds,ɹa‍ɪndz
soused,sa‍ʊsd
scarab,skæɹæb
muddied,mʌdɪd
autosuggestion,ɔtə‍ʊsəd‍ʒɛst‍ʃən
showstopping,ʃə‍ʊstɒpɪŋ
recitatives,ɹɪsɪtətɪvz
treatable,tɹitəbə‍l
unsuspected,ʌnsəspɛktɪd
ascending,ɐsɛndɪŋ
gobblers,ɡɒbləz
woodwinds,wʊdwɪndz
vaulters,vɒltəz
theologians,θiələ‍ʊd‍ʒənz
freest,fɹist
races,ɹe‍ɪsɪz
newborns,njubɔnz
responding,ɹɪspɒndɪŋ
betrayal,bɪtɹe‍ɪə‍l
protagonist,pɹə‍ʊtæɡənɪst
imperishable,ɪmpɛɹɪʃəbə‍l
dots,dɒts
lactam,læktæm
medius,midɪəs
blocked,blɒkt
strongly,stɹɒŋli
patriotically,pætɹɪɒtɪkli
junked,d‍ʒʌŋkt
derives,dɪɹa‍ɪvz
catnip,kætnɪp
spectra,spɛktɹɐ
vends,vɛndz
extent,ɛkstɛnt
epitomise,ɛpɪtəma‍ɪz
raja,ɹɑd‍ʒɐ
kava,kɑvɐ
outbursts,a‍ʊtbɜsts
toughing,tʌfɪŋ
deploys,dɪplɔ‍ɪz
rutabaga,ɹutɐbɑɡɐ
flintlocks,flɪntlɒks
pullbacks,pʊlbæks
shinbone,ʃɪnbə‍ʊn
banishes,bænɪʃɪz
chirruped,t‍ʃɪɹupt
dispossess,dɪspəzɛs
significant,sɪɡnɪfɪkənt
dells,dɛlz
dame,de‍ɪm
meanings,minɪŋz
eater,itɐ
crooking,kɹʊkɪŋ
surpassing,səpɑsɪŋ
irritate,ɪɹɪte‍ɪt
riverfront,ɹɪvəfɹʌnt
uploading,ʌplə‍ʊdɪŋ
wrestled,ɹɛsə‍ld
kinsfolk,kɪnsfə‍ʊk
diktats,dɪktæts
claque,klæk
redeemable,ɹɪdiməbə‍l
descried,dɪskɹe‍ɪd
razing,ɹe‍ɪzɪŋ
dickie,dɪki
frivolous,fɹɪvələs
lengthier,lɛŋθɪɐ
despised,dɪspa‍ɪzd
northernmost,nɔðənmə‍ʊst
teachable,tit‍ʃəbə‍l
sycophant,sɪkɒfənt
impishly,ɪmpɪʃli
collarless,kɒlələs
mystically,mɪstɪkli
aileron,e‍ɪləɹən
compasses,kʌmpəsɪz
caterwauling,kætəwɔlɪŋ
waveforms,we‍ɪvfɔmz
streamlines,stɹimla‍ɪnz
perfective,pəfɛktɪv
calculation,kælkjʊle‍ɪʃən
nightdresses,na‍ɪtdɹɛsɪz
lavage,lævɪd‍ʒ
downscale,da‍ʊnske‍ɪl
vacuous,vækjuəs
reworked,ɹɪwɜkt
dichotomy,da‍ɪkɒtəmi
bails,be‍ɪlz
profuse,pɹəfjuz
sung,sʌŋ
bunkers,bʌŋkəz
surrounds,səɹa‍ʊndz
trivial,tɹɪvɪəl
sawdust,sɔdʌst
refound,ɹɪfa‍ʊnd
tickets,tɪkɪts
superheated,supəhitɪd
energise,ɛnəd‍ʒa‍ɪz
unidentified,ʌna‍ɪdɛntɪfa‍ɪd
snowstorm,snə‍ʊstɔm
adobe,ɐdə‍ʊbi
milkshake,mɪlkʃe‍ɪk
buttercups,bʌtəkʌps
krugerrand,kɹud‍ʒɪɹænd
astray,ɐstɹe‍ɪ
fur,fɜ
arris,ɐɹɪs
deadlocks,dɛdlɒks
downtrodden,da‍ʊntɹɒdən
dioramas,dɪəɹæməz
beeper,bipɐ
endowed,ɛnda‍ʊd
repacked,ɹɪpækt
kami,kɑmi
peritoneum,pɛɹɪtə‍ʊniəm
ratification,ɹætɪfɪke‍ɪʃən
verbalise,vɜbəla‍ɪz
treacle,tɹikə‍l
ichthyosaurus,ɪkθɪəsɔɹəs
ribs,ɹɪbz
wisecrack,wa‍ɪskɹæk
madrigal,mædɹɪɡə‍l
addiction,ɐdɪkʃən
epicureans,ɛpɪkjʊɹi‍ənz
mentioning,mɛnʃənɪŋ
hostel,hɒstə‍l
acquainted,ɐkwe‍ɪntɪd
mollycoddled,mɒlɪkɒdə‍ld
decongestants,dikənd‍ʒɛstənts
educationalist,ɛd‍ʒuke‍ɪʃənəlɪst
pub,pʌb
buyer,ba‍ɪɐ
girdled,ɡɜdə‍ld
sheepdogs,ʃipdɒɡz
argentine,ɑd‍ʒɪnta‍ɪn
tost,tɒst
gestural,d‍ʒɛst‍ʃəɹə‍l
unbruised,ʌnbɹuzd
wetbacks,wɛtbæks
mandibles,mændəbə‍lz
attribution,ɐtɹɪbjuʃən
cabriolet,kæbɹiəle‍ɪ
panicles,pænɪkə‍lz
traced,tɹe‍ɪst
irreligious,ɪɹɪlɪd‍ʒəs
hauling,hɔlɪŋ
granitic,ɡɹænɪtɪk
curvy,kɜvi
mensch,mɛnʃ
shenanigan,ʃɪnænɪɡən
rootlessness,ɹutləsnəs
withering,wɪðəɹɪŋ
hypermarkets,ha‍ɪpəmɑkɪts
donnybrook,dɒnɪbɹʊk
headstock,hɛdstɒk
amalgam,ɐmælɡæm
picture,pɪkt‍ʃɐ
folksiness,fə‍ʊksɪnəs
pocket,pɒkɪt
nationals,næʃənə‍lz
veneers,vɛni‍əz
glutamine,ɡlutɐmin
banishment,bænɪʃmənt
blameless,ble‍ɪmləs
machination,mækɪne‍ɪʃən
protectors,pɹətɛktəz
argued,ɑɡjud
caesarian,sise‍əɹi‍ən
shrimper,ʃɹɪmpɐ
hazardous,hæzədəs
provoked,pɹəvə‍ʊkt
slapped,slæpt
spikiness,spa‍ɪkɪnəs
joist,d‍ʒɔ‍ɪst
motivators,mə‍ʊtɪve‍ɪtəz
shepherd,ʃɛpəd
purchaser,pɜt‍ʃɪsɐ
database,de‍ɪtəbe‍ɪs
outspokenness,a‍ʊtspə‍ʊkənnəs
escaped,ɛske‍ɪpt
relish,ɹɛlɪʃ
pineta,pa‍ɪntɐ
montero,mənte‍əɹə‍ʊ
retaliation,ɹɪtælɪe‍ɪʃən
johannes,d‍ʒə‍ʊhænz
restoring,ɹɪstɔɹɪŋ
chicken,t‍ʃɪkɪn
fiercely,fi‍əsli
infiltration,ɪnfɪltɹe‍ɪʃən
repaired,ɹɪpe‍əd
unpeople,ʌnpipə‍l
lumped,lʌmpt
bovid,bə‍ʊvɪd
colourfully,kʌləfəli
wheeler,wilɐ
purchasable,pɜt‍ʃɪsəbə‍l
crybaby,kɹa‍ɪbe‍ɪbi
chequers,t‍ʃɛkəz
rocketry,ɹɒkɪtɹi
cakey,ke‍ɪki
puzzler,pʌzlɐ
reinvestment,ɹiɪnvɛstmənt
looter,lutɐ
intrudes,ɪntɹudz
aeons,iɒnz
haemoglobin,himəɡlɒbɪn
astrophysical,æstɹəfɪzɪkə‍l
dints,dɪnts
cuticles,kjutɪkə‍lz
romped,ɹɒmpt
zooplankton,zuplæŋktən
reissuing,ɹiɪʃuɪŋ
adoptee,ɐdɒpti
hunger,hʌŋɡɐ
petrifying,pɛtɹɪfa‍ɪɪŋ
lifebuoy,la‍ɪfbɔ‍ɪ
fairytales,fe‍əɹɪte‍ɪlz
bonked,bɒŋkt
fash,fæʃ
heron,hɛɹən
academy,ɐkædəmi
dislodge,dɪslɒd‍ʒ
finagle,fɪne‍ɪɡə‍l
meditation,mɛdɪte‍ɪʃən
clinger,klɪŋɡɐ
turgid,tɜd‍ʒɪd
expedite,ɛkspəda‍ɪt
sealed,sild
virtuosity,vɜtjuɒsɪti
flitting,flɪtɪŋ
insensitivity,ɪnsɛnsɪtɪvɪti
nominations,nɒmɪne‍ɪʃənz
negotiating,nɪɡə‍ʊʃɪe‍ɪtɪŋ
butler,bʌtlɐ
regarding,ɹɪɡɑdɪŋ
hark,hɑk
hollowing,hɒlə‍ʊɪŋ
sarcasms,sɑkæzəmz
squelch,skwɛlt‍ʃ
leaned,lind
sambas,sæmbəz
swelter,swɛltɐ
oratorio,ɒɹətɔɹɪə‍ʊ
tenantry,tɛnəntɹi
horseback,hɔsbæk
predictive,pɹɪdɪktɪv
shrugs,ʃɹʌɡz
presences,pɹɛzənsɪz
hatband,hætbænd
logbooks,lɒɡbʊks
matricide,mætɹɪsa‍ɪd
limelight,la‍ɪmla‍ɪt
lux,lʌks
adult,ædʌlt
donging,dɒŋɪŋ
gambit,ɡæmbɪt
mightiest,ma‍ɪtɪəst
insufficiently,ɪnsəfɪʃəntli
inputting,ɪnpʌtɪŋ
foreseeable,fɔsiəbə‍l
hippopotamus,hɪpəpɒtæməs
unbalance,ʌnbæləns
apologising,ɐpɒləd‍ʒa‍ɪzɪŋ
perries,pɛɹɪz
oval,ə‍ʊvə‍l
squirts,skwɜts
skydivers,ska‍ɪda‍ɪvəz
portend,pɔtɛnd
frailties,fɹe‍ɪltɪz
homogeneous,həmə‍ʊd‍ʒni‍əs
blind,bla‍ɪnd
spoilers,spɔ‍ɪləz
chute,ʃut
denounced,dɪna‍ʊnst
skydiving,ska‍ɪda‍ɪvɪŋ
victimised,vɪktɪma‍ɪzd
castles,kɑsə‍lz
converted,kənvɜtɪd
silently,sa‍ɪləntli
signally,sɪɡnə‍li
stayers,ste‍ɪəz
duple,djupə‍l
lipids,lɪpɪdz
reamer,ɹimɐ
pickled,pɪkə‍ld
iconostasis,a‍ɪkənɒstɐsiz
beluga,bɪluɡɐ
coercing,kə‍ʊɜsɪŋ
interrupted,ɪntəɹʌptɪd
haji,hæd‍ʒi
gladsome,ɡlædsʌm
pimply,pɪmpli
sentencing,sɛntənsɪŋ
regardless,ɹɪɡɑdləs
baccarat,bækɐɹæt
depopulating,dipɒpjʊle‍ɪtɪŋ
quarantining,kwɒɹɑntinɪŋ
fizzing,fɪzɪŋ
countries,kʌntɹɪz
bereft,bɪɹɛft
carpool,kɑpul
politicises,pəlɪtɪsa‍ɪzɪz
orientations,ɔɹi‍ənte‍ɪʃənz
highlight,ha‍ɪla‍ɪt
unabridged,ʌnɐbɹɪd‍ʒd
asks,ɑsks
benjamin,bɛnd‍ʒəmɪn
ingested,ɪnd‍ʒɛstɪd
meddled,mɛdə‍ld
outbreak,a‍ʊtbɹe‍ɪk
inhabits,ɪnhæbɪts
searing,si‍əɹɪŋ
vacillated,væsɪle‍ɪtɪd
stage,ste‍ɪd‍ʒ
aureola,ɔɹɪə‍ʊlɐ
stubbly,stʌbli
tampers,tæmpəz
chequered,t‍ʃɛkəd
nitrating,na‍ɪtɹe‍ɪtɪŋ
pyramidal,pɪɹæmɪdə‍l
sexpot,sɛkspɒt
superstars,supəstɑz
amicable,æmɪkəbə‍l
luging,lud‍ʒɪŋ
perspiration,pəspəɹe‍ɪʃən
glaucoma,ɡlɔkə‍ʊmɐ
recanted,ɹɪkɑntɪd
shooed,ʃud
chevet,ʃɛvɪt
frowning,fɹa‍ʊnɪŋ
midget,mɪd‍ʒɪt
sonic,sɒnɪk
allele,ɐlil
curers,kjʊɹəz
inept,ɪnɛpt
departing,dɪpɑtɪŋ
squats,skwɒts
rapid,ɹæpɪd
governing,ɡʌvənɪŋ
mither,mɪðɐ
currants,kʌɹənts
corruptly,kəɹʌptli
bulkier,bʌlkiɐ
buttressing,bʌtɹəsɪŋ
bate,be‍ɪt
neb,nɛb
speeder,spidɐ
flyby,fla‍ɪba‍ɪ
speedball,spidbɔl
tenterhooks,tɛntəhʊks
sharkskin,ʃɑkskɪn
purveyor,pɜve‍ɪɐ
entry,ɛntɹi
opaqueness,ə‍ʊpe‍ɪknəs
grazer,ɡɹe‍ɪzɐ
bushfire,bʊʃfa‍ɪ‍ə
shakiness,ʃe‍ɪkɪnəs
folded,fə‍ʊldɪd
cinching,sɪnt‍ʃɪŋ
grandchildren,ɡɹændt‍ʃɪldɹən
sequences,sikwənsɪz
garniture,ɡɑnɪt‍ʃɐ
enthusiasts,ɛnθjuzɪæsts
split,splɪt
enough,ɪnʌf
wateriest,wɔti‍əɹɪəst
skydiver,ska‍ɪda‍ɪvɐ
predicaments,pɹɪdɪkəmənts
truckers,tɹʌkəz
solipsism,sɒlɪpsɪzəm
existed,ɛɡzɪstɪd
centralisation,sɛntɹəla‍ɪze‍ɪʃən
rascally,ɹɑskə‍li
analogue,ænəlɒɡ
creationist,kɹie‍ɪʃənɪst
propagation,pɹɒpɐɡe‍ɪʃən
alliances,ɐla‍ɪ‍ənsɪz
plunging,plʌnd‍ʒɪŋ
agreed,ɐɡɹid
meterage,mitəɹɪd‍ʒ
victoriously,vɪktɔɹɪəsli
panhandlers,pænhændləz
cohesively,kə‍ʊhisɪvli
brickyard,bɹɪkjɑd
degrease,dɪɡɹis
insecurely,ɪnsɪkjɔli
salesmanship,se‍ɪlzmənʃɪp
sub,sʌb
ufology,jufɒləd‍ʒi
ardent,ɑdənt
convolutions,kɒnvəluʃənz
don,dɒn
atrophied,ætɹəfɪd
soothed,suðd
lever,livɐ
recycler,ɹɪsa‍ɪklɐ
groin,ɡɹɔ‍ɪn
insoles,ɪnsə‍ʊlz
bootstraps,butstɹæps
smoked,smə‍ʊkt
agility,æd‍ʒɪlɪti
magazine,mæɡɐzin
unfunded,ʌnfʌndɪd
biked,ba‍ɪkt
snarling,snɑlɪŋ
ablaze,ɐble‍ɪz
galena,ɡɐlinɐ
peashooters,piʃutəz
fronds,fɹɒndz
hackles,hækə‍lz
alternately,ɔltɜnətli
poppet,pɒpɪt
fumes,fjumz
forded,fɔdɪd
airmen,e‍əmɛn
nightly,na‍ɪtli
colourless,kʌlələs
plectrum,plɛktɹəm
involuntary,ɪnvɒləntəɹi
guttersnipe,ɡʌtəsna‍ɪp
booted,butɪd
zinced,zɪnst
anaemic,ɐnimɪk
hypochondriacs,ha‍ɪpə‍ʊkɒndɹɪæks
cogently,kə‍ʊd‍ʒəntli
sternness,stɜnnəs
knackering,nækəɹɪŋ
pastimes,pɑsta‍ɪmz
relighting,ɹɪla‍ɪtɪŋ
frame,fɹe‍ɪm
stroked,stɹə‍ʊkt
fireplug,fa‍ɪ‍əplʌɡ
utilitarians,jutɪlɪte‍əɹi‍ənz
bleakest,blikəst
washin,wɒʃɪn
banjos,bænd‍ʒə‍ʊz
equivocates,ɪkwɪvəke‍ɪts
brio,bɹiə‍ʊ
packets,pækɪts
cinquecento,sɪnkwɪsɛntə‍ʊ
lumpen,lʌmpən
miniatures,mɪnɪt‍ʃəz
mitigation,mɪtɪɡe‍ɪʃən
senates,sɛnəts
arcades,ɑke‍ɪdz
snaking,sne‍ɪkɪŋ
scorches,skɔt‍ʃɪz
fairness,fe‍ənəs
braininess,bɹe‍ɪnɪnəs
nelson,nɛlsən
legislatively,lɛd‍ʒɪslətɪvli
senor,sɛnɐ
stiles,sta‍ɪlz
knifing,na‍ɪfɪŋ
schematic,skimætɪk
directorial,da‍ɪɹɪktɔɹɪəl
rewriting,ɹɪɹa‍ɪtɪŋ
style,sta‍ɪl
fontanelle,fɒnte‍ɪnə‍l
swines,swa‍ɪnz
combusted,kəmbʌstɪd
epsilon,ɛpsɪlən
workmanship,wɜkmənʃɪp
visionaries,vɪʒənəɹiz
cathedrals,kɐθidɹə‍lz
restricts,ɹɪstɹɪkts
detonation,dɛtəne‍ɪʃən
augur,ɔɡɐ
sachets,sæʃe‍ɪs
ascender,ɐsɛndɐ
atishoo,ætɪʃu
lags,læɡz
grabbed,ɡɹæbd
aerosol,e‍əɹəsɒl
unorthodox,ʌnɔθədɒks
olden,ə‍ʊldən
hove,hə‍ʊv
hatcheries,hæt‍ʃəɹiz
impeding,ɪmpidɪŋ
slant,slɑnt
shouts,ʃa‍ʊts
misconceived,mɪskənsivd
fedora,fɪdɔɹɐ
relegate,ɹɛlɪɡe‍ɪt
budded,bʌdɪd
dispossession,dɪspəzɛʃən
prototypes,pɹə‍ʊtə‍ʊta‍ɪps
fill,fɪl
varices,væɹɪsɪz
hicks,hɪks
tapestries,tæpəstɹɪz
malodorous,mælə‍ʊdəɹəs
bedder,bɛdɐ
davit,dævɪt
conte,kəntɛ
recidivists,ɹɪsɪdɪvɪsts
fruits,fɹuts
overestimated,ə‍ʊvəɹɛstɪme‍ɪtɪd
uncovers,ʌnkʌvəz
elevating,ɛlɪve‍ɪtɪŋ
woken,wə‍ʊkən
fads,fædz
bedding,bɛdɪŋ
amphitheatres,æmfɪθi‍ətəz
entrapment,ɛntɹæpmənt
suntrap,sʌntɹæp
open,ə‍ʊpən
stakeholder,ste‍ɪkhə‍ʊldɐ
unhindered,ʌnhɪndəd
two,tu
alcohols,ælkəhɒlz
goddess,ɡɒdɛs
maiolica,me‍ɪɒlɪkɐ
sickos,sɪkə‍ʊz
chelicerae,t‍ʃɛlɪsəɹi
jiff,d‍ʒɪf
placidly,plæsɪdli
pagination,pæd‍ʒɪne‍ɪʃən
redeeming,ɹɪdimɪŋ
pinnacle,pɪnəkə‍l
obsolescent,ɒbsəlɛsənt
embossed,ɛmbɒst
rebuked,ɹɪbjukt
banging,bæŋɪŋ
brine,bɹa‍ɪn
borrowings,bɒɹə‍ʊɪŋz
belies,bɪla‍ɪz
spares,spe‍əz
dominating,dɒmɪne‍ɪtɪŋ
meany,mini
adoptable,ɐdɒptəbə‍l
jubilation,d‍ʒubɪle‍ɪʃən
tussocks,tʌsəks
streetlamp,stɹitlæmp
wobbling,wɒblɪŋ
worlds,wɜldz
looked,lʊkt
reassemble,ɹiɐsɛmbə‍l
safest,se‍ɪfəst
burritos,bʌɹitə‍ʊz
minding,ma‍ɪndɪŋ
sultans,sʌltənz
taxpayer,tækspe‍ɪɐ
chrysalis,kɹɪsəlɪs
medievalist,mɛdɪivəlɪst
farm,fɑm
tempt,tɛmpt
standardising,stændəda‍ɪzɪŋ
blonds,blɒndz
udo,judə‍ʊ
chronicled,kɹɒnɪkə‍ld
mentioned,mɛnʃənd
apt,æpt
extrude,ɛkstɹud
townsmen,ta‍ʊnzmɛn
hour,a‍ʊ‍ə
disassociating,dɪsɐsə‍ʊsɪe‍ɪtɪŋ
challah,t‍ʃælɐ
befallen,bɪfɔlən
deserved,dɪzɜvd
whims,wɪmz
plagiarise,ple‍ɪd‍ʒəɹa‍ɪz
assassination,ɐsæsɪne‍ɪʃən
assailing,ɐse‍ɪlɪŋ
construed,kənstɹud
tabletop,te‍ɪbə‍ltɒp
heartily,hɑtɪli
excerpt,ɛksɜpt
whitey,wa‍ɪti
reconquest,ɹikɒnkwɛst
schoolfriend,skulfɹɛnd
spaghetti,spɐɡɛti
uncommitted,ʌnkəmɪtɪd
hypothermic,ha‍ɪpə‍ʊθɜmɪk
centromere,sɛntɹə‍ʊmɐ
trainspotters,tɹe‍ɪnspɒtəz
grew,ɡɹu
gagged,ɡæɡd
staffing,stɑfɪŋ
lap,læp
haematuria,himət‍ʃɔɹi‍ə
unhappiest,ʌnhæpɪəst
launched,lɔnt‍ʃt
wandered,wɒndəd
gracefully,ɡɹe‍ɪsfəli
telescope,tɛlɪskə‍ʊp
territorially,tɛɹɪtɔɹɪəli
bandana,bændɑnɐ
seminal,sɛmɪnə‍l
pathways,pɑθwe‍ɪz
unionist,juni‍ənɪst
credos,kɹidə‍ʊz
beforehand,bɪfɔhænd
computerise,kəmpjutəɹa‍ɪz
abandoned,ɐbændənd
oppressing,əpɹɛsɪŋ
swain,swe‍ɪn
supine,supa‍ɪn
tolerated,tɒləɹe‍ɪtɪd
malevolence,məlɛvələns
butternuts,bʌtənʌts
transporters,tɹænspɔtəz
unreliable,ʌnɹɪla‍ɪəbə‍l
buckaroos,bʌkɐɹuz
forceps,fɔsɛps
pools,pulz
bawdier,bɔdɪɐ
prisons,pɹɪzənz
hydrochloride,ha‍ɪdɹəklɔɹa‍ɪd
revengeful,ɹɪvɛnd‍ʒfə‍l
entertainment,ɛntəte‍ɪnmənt
inertial,ɪnɜʃə‍l
unclassified,ʌnklæsɪfa‍ɪd
exemplars,ɛɡzɛmpləz
inflections,ɪnflɛkʃənz
volt,və‍ʊlt
risible,ɹɪzəbə‍l
sullenness,sʌlənnəs
cult,kʌlt
usage,jusɪd‍ʒ
injunction,ɪnd‍ʒʌŋkʃən
abrasiveness,ɐbɹe‍ɪsɪvnəs
cumbersome,kʌmbəsʌm
sussed,sʌst
