word,phon
coutelières,kutəljɛʁ
hibernerez,ibɛʁnəʁe
quadriphonie,kwadʁifɔni
affubles,afybl
carrosseries,kaʁɔsʁi
digérait,diʒeʁɛ
enfermas,ɑfɛʁma
décollerions,dekɔləʁjɔ
foisonnerions,fwazɔnəʁjɔ
avantageuses,avɑtaʒøz
gruge,gʁyʒ
épanchas,epɑʃa
dictatrices,diktatʁis
madérisiez,madeʁizje
rodent,ʁɔd
passionnai,pasjɔnɛ
chaudes,ʃod
mélangeai,melɑʒɛ
bourgmestre,buʁgmɛstʁ
jugiez,ʒyʒje
rebroussons,ʁəbʁusɔ
penserais,pɑsəʁɛ
procure,pʁɔkyʁ
révérencieuse,ʁeveʁɑsjøz
pérennisa,peʁeniza
royalistes,ʁwajalist
verveine,vɛʁvɛn
saturera,satyʁəʁa
rétribuera,ʁetʁibyʁa
ski,ski
occultais,ɔkyltɛ
augurasse,ogyʁas
zèle,zɛl
enivrais,ɑnivʁɛ
essayés,eseje
épuces,epys
tortillerai,tɔʁtijəʁɛ
durcirais,dyʁsiʁɛ
picorassent,pikɔʁas
interrogiez,ɛteʁɔʒje
chemisier,ʃəmizje
cheminasses,ʃəminas
râpasse,ʁapas
bahut,bay
foudroyât,fudʁwajɑ
marouflerais,maʁufləʁɛ
flambards,flɑbaʁ
neutralisées,nøtʁalize
fêterai,fɛtəʁɛ
guindes,gɛd
désendettes,dezɑdet
chatoierons,ʃatwaʁɔ
dansée,dɑse
banquetiez,bɑkətje
irritas,iʁita
communient,kɔmyni
écartelas,ekaʁtəla
régalade,ʁegalad
Matignon,matiɲɔ
attribuerons,atʁibyʁɔ
nudités,nydite
achèverons,aʃɛvəʁɔ
réverbérées,ʁevɛʁbeʁe
injecteront,ɛʒɛktəʁɔ
témérité,temeʁite
démoralisasse,demɔʁalizas
amenuisâtes,amənɥizat
surfilais,syʁfilɛ
proxénète,pʁɔksenɛt
ornasses,ɔʁnas
repensez,ʁəpɑse
enregistrerai,ɑʁəʒistʁəʁɛ
rapportassent,ʁapɔʁtas
immortels,imɔʁtɛl
ensemençât,ɑsəmɑsɑ
boisâmes,bwazam
soupa,supa
posassiez,pozasje
exaspérerez,ɛgzaspeʁəʁe
matâtes,matat
écartements,ekaʁtəmɑ
fritteras,fʁitəʁa
épilé,epile
grimât,gʁima
affranchirez,afʁɑʃiʁe
ovulai,ɔvylɛ
infligerait,ɛfliʒəʁɛ
replante,ʁəplɑt
excavasses,ɛkskavas
antipathies,ɑtipati
démusellerais,demyzəlɛʁɛ
bâillâmes,bajam
embraser,ɑbʁaze
nasillais,nazijɛ
juge,ʒyʒ
réopérées,ʁeɔpeʁe
rimaillerai,ʁimajəʁɛ
crénellerait,kʁɛnəlɛʁɛ
amollir,amɔliʁ
renfermaient,ʁɑfɛʁmɛ
décélérée,deseleʁe
exécution,ɛgzekysjɔ
vinaigreriez,vinɛgʁəʁje
équipent,ekip
groupés,gʁupe
conjugués,kɔʒyge
refleurissais,ʁəflœʁisɛ
grisou,gʁizu
cahute,kayt
désarmât,dezaʁma
mnésique,mnezik
recourent,ʁəkuʁ
intégrations,ɛtegʁasjɔ
floraisons,flɔʁɛzɔ
désensibilisez,desɑsibilize
vieillerie,vjɛjʁi
patronnassiez,patʁɔnasje
dérogeasse,deʁɔʒas
croustillaient,kʁustijɛ
débinerons,debinəʁɔ
accoucheraient,akuʃəʁɛ
valida,valida
robotiques,ʁɔbɔtik
hyperplasies,ipɛʁplazi
amollissez,amɔlise
demeurant,dəmœʁɑ
égaie,ege
peaufinâtes,pofinat
effilochassions,efilɔʃasjɔ
talonnera,talɔnəʁa
cadenciez,kadɑsje
graissasse,gʁɛsas
sépulcres,sepylkʁ
dosées,doze
conjoncturels,kɔʒɔktyʁɛl
mastiqueras,mastikəʁa
versifiiez,vɛʁsifije
bondisses,bɔdis
moine,mwan
télévisaient,televizɛ
trifouillèrent,tʁifujɛʁ
démarcheras,demaʁʃəʁa
blairions,blɛʁjɔ
insurgeâmes,ɛsyʁʒam
rassasions,ʁasazjɔ
satellise,sateliz
habituées,abitɥe
mouchettent,muʃɛt
reprenais,ʁəpʁənɛ
élaborerais,elabɔʁəʁɛ
accélériez,akseleʁje
signées,siɲe
accroupisses,akʁupis
idolâtrai,idɔlatʁɛ
pédalent,pedal
NAP,nap
tutoierez,tytwaʁe
alarmassions,alaʁmasjɔ
mâchurera,maʃyʁəʁa
dérangea,deʁɑʒa
matrimoniale,matʁimɔnjal
orbiterions,ɔʁbitəʁjɔ
humanisées,ymanize
hypertextes,ipɛʁtɛkst
hersées,ʼɛʁse
contredanses,kɔtʁədɑs
verrouillèrent,veʁujɛʁ
braves,bʁav
substantivons,sypstɑtivɔ
déroutiez,deʁutje
fanatisassions,fanatizasjɔ
personnel,pɛʁsɔnɛl
échevelassiez,eʃəvəlɑsje
assermentai,asɛʁmɑtɛ
chevroté,ʃəvʁɔte
classassent,klasas
harangué,ʼaʁɑge
émacierai,emasjəʁɛ
adressâmes,adʁɛsam
laissez,lɛse
contrefiche,kɔtʁəfiʃ
affligeassiez,afliʒasje
craquetasses,kʁakətas
braconneras,bʁakɔnəʁa
fétu,fety
arrosages,aʁozaʒ
dénaturassiez,denatyʁasje
gonflâmes,gɔflam
lusses,lys
manageassiez,manadʒœʁʒasje
débecterait,debɛktəʁɛ
vaginite,vaʒinit
pifferiez,pifəʁje
potinent,pɔtin
dérouillai,deʁujɛ
dévalassiez,devalasje
inaugurera,inogyʁəʁa
confédéreront,kɔfedeʁəʁɔ
terril,tɛʁil
Salvador,salvadɔʁ
exemption,ɛgzɑpsjɔ
coronariennes,kɔʁɔnaʁjɛn
incuberions,ɛkybəʁjɔ
pommadera,pɔmadəʁa
débiteront,debitəʁɔ
routière,ʁutjɛʁ
balançai,balɑsɛ
bétonnées,betɔne
clopineront,klɔpinəʁɔ
nacrer,nakʁe
paraplégie,paʁapleʒi
apprêtâmes,apʁetam
infecte,ɛfɛkt
télémessage,telemɛsaʒ
formulé,fɔʁmyle
ameuta,amœta
conciliera,kɔsiljəʁa
éditassiez,editasje
suppliassions,syplijasjɔ
casqueras,kaskəʁa
ignifugerons,ignifyʒəʁɔ
attisa,atiza
bisquât,biska
Ulysse,ylis
exauce,ɛgzos
fêleront,feləʁɔ
collectons,kɔlɛktɔ
limitatives,limitativ
cireuses,siʁøz
centralisa,sɑtʁaliza
décommande,dekɔmɑd
déjeunas,deʒœna
captiva,kaptiva
bégaient,bege
épépinés,epepine
dépolluâmes,depɔlɥam
rimâtes,ʁimat
gambergeât,gɑbɛʁʒa
évadé,evade
cerclage,sɛʁklaʒ
changeants,ʃɑʒɑ
incalculables,ɛkalkylabl
dégorgera,degɔʁʒəʁa
luzerne,lyzɛʁn
ressasseront,ʁəsasəʁɔ
pollueur,pɔlɥœʁ
épurer,epyʁe
mensualises,mɑsɥaliz
saucière,sosjɛʁ
bourlinguiez,buʁlɛgje
tabliez,tablje
brusqueraient,bʁyskəʁɛ
diffamatoire,difamatwaʁ
introduit,ɛtʁɔdɥi
nettoyons,nɛtwajɔ
horripilerai,ɔʁipiləʁɛ
creva,kʁəva
trucidais,tʁysidɛ
halluciner,alysine
mollets,mɔlɛ
épiiez,epije
crêper,kʁɛpe
plombage,plɔbaʒ
écarquillasse,ekaʁkijas
adapterions,adaptəʁjɔ
derbys,dɛʁbi
pantographe,pɑtɔgʁaf
yodlant,jɔdlɑ
capitalisés,kapitalize
moussaka,musaka
antonomase,ɑtɔnɔmaz
ado,ado
fichu,fiʃy
échauderons,eʃodəʁɔ
sourcilleuse,suʁsijøz
ressurgiriez,ʁəsyʁʒiʁje
bousculasses,buskylas
pincé,pɛse
dépliassent,deplijas
permissif,pɛʁmisif
draguassions,dʁagasjɔ
conflué,kɔflye
patronnerait,patʁɔnəʁɛ
hachurerons,ʼaʃyʁəʁɔ
parachutai,paʁaʃytɛ
émaner,emane
délibérées,delibeʁe
balaieront,baleʁɔ
réopèrent,ʁeɔpɛʁ
améliorasses,ameljɔʁas
tanguent,tɑg
liquideraient,likidəʁɛ
incurvées,ɛkyʁve
ripassions,ʁipasjɔ
confortent,kɔfɔʁt
cyphoses,sifoz
ramifieraient,ʁamifjəʁɛ
cloquait,klɔkɛ
magasinassiez,magazinasje
louperons,lupəʁɔ
élancez,elɑse
échaudes,eʃod
lacérations,laseʁasjɔ
espèrerai,ɛspɛʁəʁɛ
fignolez,fiɲɔle
grognais,gʁɔɲɛ
éclaircissions,eklɛʁsisjɔ
taxe,taks
illustrions,ilystʁjɔ
ferions,fəʁjɔ
roublarde,ʁublaʁd
massacrantes,masakʁɑt
désavouât,dezavwa
prêtât,pʁɛta
réaccoutumai,ʁeakutymɛ
dépendrais,depɑdʁɛ
barbes,baʁb
décachettes,dekaʃɛt
réduisiez,ʁedɥizje
embrasure,ɑbʁazyʁ
recourûtes,ʁəkuʁyt
veille,vɛj
autocensurait,otɔsɑsyʁɛ
entrevisses,ɑtʁəvis
ébrèche,ebʁɛʃ
vends,vɑ
engazonnons,ɑgazɔnɔ
sentez,sɑte
plantés,plɑte
déplumait,deplymɛ
ensoleillaient,ɑsɔlejɛ
exemptons,ɛgzɑtɔ
incomplet,ɛkɔplɛ
engouffreraient,ɑgufʁəʁɛ
gélifierions,ʒelifjəʁjɔ
pinaillé,pinaje
fainéantiez,feneɑtje
courtage,kuʁtaʒ
acceptait,aksɛptɛ
aguicheras,agiʃəʁa
arrosoirs,aʁozwaʁ
philosopha,filɔzɔfa
lectures,lɛktyʁ
apprivoisant,apʁivwazɑ
laça,lasa
attrouperas,atʁupəʁa
érotiserais,eʁɔtizəʁɛ
récrirait,ʁekʁiʁɛ
assèneras,asɛnəʁa
tatoués,tatwe
dramatisa,dʁamatiza
élucidiez,elysidje
colverts,kɔlvɛʁ
cajoler,kaʒɔle
poinçonnasse,pwɛsɔnas
débâtisses,debatis
phosphorescents,fɔsfɔʁesɑ
reconduisisse,ʁəkɔdɥizis
masqueriez,maskəʁje
raccommoderons,ʁakɔmɔdəʁɔ
délectent,delɛkt
olographes,ɔlɔgʁaf
concertera,kɔsɛʁtəʁa
luxons,lyksɔ
répandrez,ʁepɑdʁe
enfourcher,ɑfuʁʃe
désenfumèrent,dezɑfymɛʁ
méritas,meʁita
taperiez,tapəʁje
rimaillent,ʁimaj
suicidiez,sɥisidje
plantaient,plɑtɛ
intelligente,ɛteliʒɑt
idylles,idil
obligerions,ɔbliʒəʁjɔ
renient,ʁəni
empâtassent,ɑpatas
gamme,gam
ponctionnerions,pɔksjɔnəʁjɔ
alunît,alyni
préoccupés,pʁeɔkype
naphtes,naft
tétant,tetɑ
dévisagez,devizaʒe
ouatait,watɛ
emmêlassent,ɑmelas
orthographiât,ɔʁtɔgʁafja
détraquerons,detʁakəʁɔ
boufferez,bufəʁe
gueuletonné,gœltɔne
périphrases,peʁifʁaz
gravassent,gʁavas
humanisais,ymanizɛ
volaille,vɔlaj
nivellerions,nivəlɛʁjɔ
écorchiez,ekɔʁʃje
fourragerez,fuʁaʒəʁe
batellerie,batɛlʁi
accroupis,akʁupi
préfiguration,pʁefigyʁasjɔ
champagniser,ʃɑpaɲize
acharnons,aʃaʁnɔ
décachetasse,dekaʃətas
hannetonnes,ʼantɔn
réformerez,ʁefɔʁməʁe
persan,pɛʁsɑ
présiderons,pʁezidəʁɔ
débobinant,debɔbinɑ
aminés,amine
inélégante,inelegɑt
accommodement,akɔmɔdmɑ
distributaire,distʁibytɛʁ
paniquions,panikjɔ
réguliers,ʁegylje
bêcheraient,bɛʃəʁɛ
zézayeras,zezejəʁa
rengorgeront,ʁɑgɔʁʒəʁɔ
corderons,kɔʁdəʁɔ
formaliseront,fɔʁmalizəʁɔ
aboulerai,abuləʁɛ
limitera,limitəʁa
abusées,abyze
caféière,kafejɛʁ
affluerai,aflyəʁɛ
seulette,sœlɛt
multiplicatrice,myltiplikatʁis
paupériserait,popeʁizəʁɛ
venimeuses,vənimøz
dénuderont,denydəʁɔ
défalcation,defalkasjɔ
surréalismes,syʁʁealism
escaladerai,ɛskaladəʁɛ
entamaient,ɑtamɛ
graviez,gʁavje
bloquais,blɔkɛ
déraisonnait,deʁɛzɔnɛ
branlants,bʁɑlɑ
canasson,kanasɔ
graissâtes,gʁɛsat
constant,kɔstɑ
gausserai,gosəʁɛ
ombragerait,ɔbʁaʒəʁɛ
surgit,syʁʒi
émerveilla,emɛʁveja
cocottasses,kɔkɔtas
drogueras,dʁɔgəʁa
maquillerions,makijəʁjɔ
renseignassiez,ʁɑseɲasje
friands,fʁijɑ
claironnaient,klɛʁɔnɛ
roupillassent,ʁupijas
pourrait,puʁɛ
débudgétisât,debydʒetiza
glorifiait,glɔʁifjɛ
spécieuse,spesjøz
déboucleriez,debukləʁje
prédites,pʁedit
bavardant,bavaʁdɑ
poignants,pwaɲɑ
diluez,dilɥe
conflictuels,kɔfliktɥɛl
prédestinerai,pʁedɛstinəʁɛ
statisticienne,statistisjɛn
houblonne,ʼublɔn
maigrissions,megʁisjɔ
culminent,kylmin
tutoie,tytwa
nomade,nɔmad
emprisonnements,ɑpʁizɔnmɑ
enduiriez,ɑdɥiʁje
festonnés,fɛstɔne
énerverions,enɛʁvəʁjɔ
patienter,pasjɑte
bonzes,bɔz
misanthropiques,mizɑtʁɔpik
biglerais,bigləʁɛ
discernerions,disɛʁnəʁjɔ
remaniiez,ʁəmanije
pourlèchera,puʁlɛʃəʁa
tourmentent,tuʁmɑt
hiérarchisant,ʼjeʁaʁʃizɑ
alimentassent,alimɑtas
bariolasses,baʁjɔlas
débilitaient,debilitɛ
baguenaudions,bagnodjɔ
époumonâmes,epumɔnam
imprécision,ɛpʁesizjɔ
emboutisse,ɑbutis
compilât,kɔpila
dénier,denje
ramonées,ʁamɔne
remuez,ʁəmɥe
regroupassiez,ʁəgʁupasje
spécialisât,spesjaliza
jeûnions,ʒønjɔ
trafiqueraient,tʁafikəʁɛ
annoncez,anɔse
inviteront,ɛvitəʁɔ
brouilleriez,bʁujəʁje
retercerai,ʁətɛʁsəʁɛ
sirotait,siʁɔtɛ
couvercles,kuvɛʁkl
estivantes,ɛstivɑt
havanaise,ʼavanɛz
toxicomane,tɔksikɔman
saupoudrées,sopudʁe
aiderai,ɛdəʁɛ
listasses,listas
feuilletterais,fœjɛtəʁɛ
décantes,dekɑt
indexerez,ɛdɛksəʁe
raccordassent,ʁakɔʁdas
aplatisse,aplatis
épaulerai,epoləʁɛ
faiblîmes,fɛblim
interversions,ɛtɛʁvɛʁsjɔ
retraverserions,ʁətʁavɛʁsəʁjɔ
pontifierait,pɔtifjəʁɛ
relira,ʁəliʁa
enfreigne,ɑfʁɛɲ
toxique,tɔksik
contrastions,kɔtʁastjɔ
étatisai,etatizɛ
technopôle,tɛknɔpol
sanglèrent,sɑglɛʁ
hausse,ʼos
empeigne,ɑpɛɲ
scié,sje
méprisait,mepʁizɛ
arroserez,aʁozəʁe
biseautais,bizotɛ
tolèrerez,tɔlɛʁəʁe
dégourdies,deguʁdi
aspergions,aspɛʁʒjɔ
saumures,somyʁ
discontinuions,diskɔtinyjɔ
rectifiasses,ʁɛktifjas
prurigineuse,pʁyʁiʒinøz
alcoomètres,alkɔmɛtʁ
visser,vise
suggestionner,sygʒɛstjɔne
publieront,pyblijəʁɔ
rééquilibrent,ʁeekilibʁ
agressant,agʁesɑ
toussotements,tusɔtmɑ
centrismes,sɑtʁism
tractai,tʁaktɛ
mistral,mistʁal
inimitées,inimite
réitérer,ʁeiteʁe
évaporasses,evapɔʁas
pagaierait,pagɛʁɛ
dégurgitassent,degyʁʒitas
rustiques,ʁystik
regagnerez,ʁəgaɲəʁe
gynécologies,ʒinekɔlɔʒi
Rembrandt,ʁɑbʁɑ
bombasse,bɔbas
mouillés,muje
condominium,kɔdɔminjɔm
engluâmes,ɑglyam
crâna,kʁana
folâtré,fɔlatʁe
accablons,akablɔ
opteront,ɔptəʁɔ
fauves,fov
utiliser,ytilize
convulsive,kɔvylsiv
ocelots,ɔslo
paumai,pomɛ
gravés,gʁave
cajole,kaʒɔl
provenue,pʁɔvəny
psychanalyserai,psikanalizəʁɛ
écarquillez,ekaʁkije
bourrichons,buʁiʃɔ
infléchirez,ɛfleʃiʁe
laxistes,laksist
réélises,ʁeeliz
tabassé,tabase
corroda,kɔʁɔda
réédites,ʁeedit
germaniseriez,ʒɛʁmanizəʁje
amarinèrent,amaʁinɛʁ
glabre,glabʁ
aménager,amenaʒe
déclarerai,deklaʁəʁɛ
captâmes,kaptam
tailladez,tajade
charbonnons,ʃaʁbɔnɔ
tâtas,tata
touillâmes,tujam
écrouait,ekʁuɛ
étuvez,etyve
manipuleraient,manipyləʁɛ
brocantassent,bʁɔkɑtas
avertiras,avɛʁtiʁa
rescapée,ʁɛskape
automaticienne,otɔmatisjɛn
déni,deni
affaiblira,afebliʁa
désagrègeront,dezagʁɛʒəʁɔ
comburants,kɔbyʁɑ
bigote,bigɔt
surtaxent,syʁtaks
réinfectasse,ʁeɛfɛktas
défrisâtes,defʁizat
associerais,asɔsjəʁɛ
moralisons,mɔʁalizɔ
affleurasses,aflœʁas
casquai,kaskɛ
découpaient,dekupɛ
parfumerons,paʁfyməʁɔ
évangélisés,evɑʒelize
latiniste,latinist
fayotassions,fajɔtasjɔ
commercées,kɔmɛʁse
démembrions,demɑbʁjɔ
éprouvent,epʁuv
kidnappions,kidnapjɔ
accéderions,aksedəʁjɔ
néoclassique,neɔklasik
milord,milɔʁ
percèrent,pɛʁsɛʁ
kopecks,kɔpɛk
incursions,ɛkyʁsjɔ
miroiterie,miʁwatʁi
dégèleraient,deʒɛləʁɛ
patoiseront,patwazəʁɔ
pénalités,penalite
appareil,apaʁɛj
cannois,kanwa
démens,demɑ
dévisserions,devisəʁjɔ
accommodais,akɔmɔdɛ
réimplanteras,ʁeɛplɑtəʁa
munis,myni
solidariseras,sɔlidaʁizəʁa
réincarneront,ʁeɛkaʁnəʁɔ
funambule,fynɑbyl
thermiques,tɛʁmik
inventerons,ɛvɑtəʁɔ
éparpillait,epaʁpijɛ
faiseur,fəzœʁ
prêchent,pʁɛʃ
défricheuses,defʁiʃøz
ripaillerions,ʁipajəʁjɔ
casser,kase
accusateurs,akyzatœʁ
surfine,syʁfin
resurgiriez,ʁəsyʁʒiʁje
circonscririons,siʁkɔskʁiʁjɔ
hachât,ʼaʃa
dégorgerais,degɔʁʒəʁɛ
hou,ʼu
pataud,pato
attableront,atabləʁɔ
recoupiez,ʁəkupje
entourés,ɑtuʁe
solidifiions,sɔlidifijɔ
dilapidâmes,dilapidam
buvettes,byvɛt
correspondriez,kɔʁɛspɔdʁje
compressasse,kɔpʁɛsas
prononcée,pʁɔnɔse
silencieux,silɑsjø
bassinasses,basinas
officialisés,ɔfisjalize
affinez,afine
historiographie,istɔʁjɔgʁafi
expliciterions,ɛksplisitəʁjɔ
briguerai,bʁigəʁɛ
interpolèrent,ɛtɛʁpɔlɛʁ
transmettrai,tʁɑsmɛtʁɛ
torréfiaient,tɔʁefjɛ
caracoleras,kaʁakɔləʁa
placez,plase
déméritais,demeʁitɛ
zoomé,zume
émancipée,emɑsipe
désalpe,dezalp
méteil,metɛi
rampons,ʁɑpɔ
blondiront,blɔdiʁɔ
écrouâtes,ekʁuat
soufrières,sufʁijɛʁ
ressuscitez,ʁesysite
jouée,ʒwe
camouflâtes,kamuflat
défavorisât,defavɔʁiza
rénovait,ʁenɔvɛ
catalysassiez,katalizasje
dissonants,disɔnɑ
vexez,vɛkse
encadreriez,ɑkadʁəʁje
tautologies,tɔtɔlɔʒi
constellée,kɔstele
pouliné,puline
relogements,ʁəlɔʒmɑ
dérogeons,deʁɔʒɔ
judaïserais,ʒydaizəʁɛ
décarrelées,dekaʁle
enserrâmes,ɑseʁam
consolidassiez,kɔsɔlidasje
effraie,efʁɛ
amassassiez,amasasje
angoissera,ɑgwasəʁa
électrisasse,elɛktʁizas
ristourna,ʁistuʁna
expansion,ɛkspɑsjɔ
praesidiums,pʁezidjɔm
bagnards,baɲaʁ
aubergistes,obɛʁʒist
esquimaude,ɛskimod
homard,ʼɔmaʁ
emparera,ɑpaʁəʁa
clochardiser,klɔʃaʁdize
efforças,efɔʁsa
achetés,aʃte
tressant,tʁɛsɑ
poilerez,pwaləʁe
gueuletonnâmes,gœltɔnam
irritant,iʁitɑ
vociféreront,vɔsifeʁəʁɔ
courberait,kuʁbəʁɛ
gommeraient,gɔməʁɛ
télévisas,televiza
séismale,seismal
occidentalisée,ɔksidɑtalize
pigmentez,pigmɑte
soudeuse,sudøz
tantrisme,tɑtʁism
ignifuge,ignifyʒ
simulerons,simyləʁɔ
gazoles,gazɔl
gazonnant,gazɔnɑ
abjurassent,abʒyʁas
notionnelle,nɔsjɔnɛl
étrillassiez,etʁijasje
opprimerais,ɔpʁiməʁɛ
récapituleriez,ʁekapityləʁje
suspectas,syspɛkta
réprimanda,ʁepʁimɑda
éboulis,ebuli
épouvantâmes,epuvɑtam
progressant,pʁɔgʁesɑ
envenimée,ɑvnime
émonderez,emɔdəʁe
détroussées,detʁuse
agrégé,agʁeʒe
coucherais,kuʃəʁɛ
accroupies,akʁupi
hasardassiez,ʼazaʁdasje
irrationalisme,iʁasjɔnalism
ailleriez,ajəʁje
persécutait,pɛʁsekytɛ
bibine,bibin
rieuses,ʁijøz
superposassiez,sypɛʁpozasje
mayonnaises,majɔnɛz
divaguez,divage
climatiseriez,klimatizəʁje
démêlerai,demɛləʁɛ
manieuses,manjøz
décontaminée,dekɔtamine
céans,seɑ
négocierais,negɔsjəʁɛ
marmonnées,maʁmɔne
géniaux,ʒenjo
puassiez,pɥasje
horlogeries,ɔʁlɔʒʁi
récoltassent,ʁekɔltas
computassent,kɔpjutœʁas
fléchas,fleʃa
resteront,ʁɛstəʁɔ
seriné,səʁine
brinquebalas,bʁɛkbala
télécopieriez,telekɔpjəʁje
cokéfierais,kɔkefjəʁɛ
sociodrame,sɔsjɔdʁam
récupérateur,ʁekypeʁatœʁ
resalant,ʁəsalɑ
véhiculé,veikyle
envahissante,ɑvaisɑt
alimentations,alimɑtasjɔ
temporales,tɑpɔʁal
retordons,ʁətɔʁdɔ
déferlants,defɛʁlɑ
dînant,dinɑ
persécutiez,pɛʁsekytje
incubatrices,ɛkybatʁis
cravatâtes,kʁavatat
chambrent,ʃɑbʁ
mitraillai,mitʁajɛ
apostropher,apɔstʁɔfe
carton,kaʁtɔ
lancinant,lɑsinɑ
décourageants,dekuʁaʒɑ
oublieux,ublijø
centuplerons,sɑtypləʁɔ
banderai,bɑdəʁɛ
mile,majl
squash,skwaʃ
rencard,ʁɑkaʁ
camionnettes,kamjɔnɛt
rebuteras,ʁəbytəʁa
compiles,kɔpil
marouflassent,maʁuflas
jugeait,ʒyʒɛ
couillonnasse,kujɔnas
amuïront,amɥiʁɔ
décarrellerais,dekaʁəlɛʁɛ
incarnâmes,ɛkaʁnam
monocle,mɔnɔkl
développâmes,devlɔpam
dénaturer,denatyʁe
machinerai,maʃinəʁɛ
tracassait,tʁakasɛ
descellassiez,deselasje
développerons,devlɔpəʁɔ
blafards,blafaʁ
prochainement,pʁɔʃɛnmɑ
veloutant,vəlutɑ
ceignîtes,sɛɲit
gauchîtes,goʃit
bûchons,byʃɔ
prémenstruels,pʁemɑstʁyɛl
rechutassent,ʁəʃytas
identités,idɑtite
ébranlassent,ebʁɑlas
pluvier,plyvje
envenimerez,ɑvniməʁe
foliées,fɔlje
carburons,kaʁbyʁɔ
remâcheriez,ʁəmaʃəʁje
rempilerions,ʁɑpiləʁjɔ
soutiendrait,sutjɛdʁɛ
talmudique,talmydik
boycotter,bɔjkɔte
ivre,ivʁ
crânai,kʁanɛ
appontements,apɔtmɑ
coopérerez,kɔɔpeʁəʁe
argent,aʁʒɑ
grenadier,gʁənadje
récuraient,ʁekyʁɛ
chafouine,ʃafwin
cinglerez,sɛgləʁe
plastiqueras,plastikəʁa
postposas,pɔstpoza
serrureries,sɛʁyʁʁi
démythifiions,demitifijɔ
seize,sɛz
médire,mediʁ
contentassent,kɔtɑtas
euclidiens,øklidjɛ
incendieras,ɛsɑdjəʁa
sanctifies,sɑktifi
chemiserez,ʃəmizəʁe
feutrer,føtʁe
humerons,ʼyməʁɔ
descellées,desele
teinturière,tɛtyʁjɛʁ
violation,vjɔlasjɔ
érables,eʁabl
couvais,kuvɛ
radiodiffusons,ʁadjɔdifyzɔ
fronderez,fʁɔdəʁe
réclamasse,ʁeklamas
parodions,paʁɔdjɔ
boiterez,bwatəʁe
déclouai,dekluɛ
diagnostiquas,djagnɔstika
déterrerai,deteʁəʁɛ
étayiez,etɛje
indureras,ɛdyʁəʁa
charpentes,ʃaʁpɑt
bateleuse,batløz
dormirent,dɔʁmiʁ
geignant,ʒɛɲɑ
recherchèrent,ʁəʃɛʁʃɛʁ
obtempérant,ɔptɑpeʁɑ
roulante,ʁulɑt
orchidées,ɔʁkide
susurrerions,sysyʁəʁjɔ
turbopompes,tuʁbɔpɔp
étonneriez,etɔnəʁje
fourragée,fuʁaʒe
cherchez,ʃɛʁʃe
renouvellerons,ʁənuvələʁɔ
boxeur,bɔksœʁ
boulais,bulɛ
ouatineraient,watinəʁɛ
chambrette,ʃɑbʁɛt
étincelle,etɛsɛl
effacer,efase
fréquentatives,fʁekɑtativ
roulements,ʁulmɑ
ferrugineuses,fɛʁyʒinøz
étuvait,etyvɛ
déferles,defɛʁl
déracinés,deʁasine
dallâtes,dalat
suspects,syspɛ
recroquevillait,ʁəkʁɔkvijɛ
moutonnons,mutɔnɔ
utiliserez,ytilizəʁe
radioguidées,ʁadjɔgide
générât,ʒeneʁɑ
certifiâmes,sɛʁtifjam
gondole,gɔdɔl
vitupéreriez,vitypeʁəʁje
tonneau,tɔno
agresserions,agʁesəʁjɔ
présageais,pʁezaʒɛ
démaquilla,demakija
garderai,gaʁdəʁɛ
magnétoscopa,maɲetɔskɔpa
palabrions,palabʁjɔ
rinçaient,ʁɛsɛ
fricassassent,fʁikasas
esquivée,ɛskive
gaulâmes,golam
foirerons,fwaʁəʁɔ
dramatisasse,dʁamatizas
sécurités,sekyʁite
communisant,kɔmynizɑ
bouchonnions,buʃɔnjɔ
radoubaient,ʁadubɛ
leurrèrent,lœʁɛʁ
plaignent,plɛɲ
quadriller,kadʁije
cuivres,kɥivʁ
lutinerai,lytinəʁɛ
abritasses,abʁitas
cathodiques,katɔdik
arpenterait,aʁpɑtəʁɛ
barbare,baʁbaʁ
interloquent,ɛtɛʁlɔk
fraternisées,fʁatɛʁnize
conditionnai,kɔdisjɔnɛ
modérée,mɔdeʁe
justifiez,ʒystifje
égosillèrent,egɔzijɛʁ
informassent,ɛfɔʁmas
désorganisait,dezɔʁganizɛ
carèneront,kaʁɛnəʁɔ
pauvresse,povʁɛs
inscrites,ɛskʁit
enneigeriez,ɑneʒəʁje
déconsidèrent,dekɔsidɛʁ
dentelles,dɑtɛl
extérioriser,ɛksteʁjɔʁize
satelliserez,satelizəʁe
brassard,bʁasaʁ
supportent,sypɔʁt
aérasse,aeʁas
maffieux,mafjø
réjouissantes,ʁeʒwisɑt
délayâtes,delejɑt
installée,ɛstale
tapiner,tapine
poussera,pusəʁa
flirtèrent,flœʁtɛʁ
nota,nɔta
mastiquassiez,mastikasje
calotins,kalɔtɛ
rangeai,ʁɑʒɛ
cuberiez,kybəʁje
situons,sitɥɔ
renâclèrent,ʁənaklɛʁ
délestaient,delɛstɛ
tringlassions,tʁɛglasjɔ
confédéreras,kɔfedeʁəʁa
lassent,las
décelez,desəle
compactassions,kɔpaktasjɔ
approchât,apʁɔʃa
passagères,pasaʒɛʁ
esquissée,ɛskise
cofinancions,kɔfinɑsjɔ
édicteriez,ediktəʁje
grêlais,gʁɛlɛ
